a11,a12,a21,a22,b11,b12,b21,b22,c11,c12,c21,c22
12,1,1,5,-5,-3,18,-14,-42,-50,85,-73
14,-3,-6,-6,-17,11,4,4,-250,142,78,-90
11,9,9,-2,17,5,-5,9,142,136,163,27
-1,-12,-15,1,-3,6,-6,6,75,-78,39,-84
-13,12,20,-5,-5,-10,-7,10,-19,250,-65,-250
-18,-4,-12,-8,14,11,-16,-15,-188,-138,-40,-12
15,-18,-4,16,-1,4,8,-9,-159,222,132,-160
17,-20,15,-7,8,8,-8,18,296,-224,176,-6
-2,-20,4,-14,-13,6,19,-16,-354,308,-318,248
15,19,7,-10,-17,-20,-8,-8,-407,-452,-39,-60
-3,-18,6,-1,20,-1,1,3,-78,-51,119,-9
14,12,-4,8,20,4,-4,8,232,152,-112,48
-6,-10,-2,-3,4,-20,-13,-2,106,140,31,46
-7,12,3,10,10,10,14,14,98,98,170,170
-14,18,-8,-14,0,-4,-12,13,-216,290,168,-150
-16,-2,17,14,-1,17,1,3,14,-278,-3,331
-4,8,-3,-11,-7,20,14,-8,140,-144,-133,28
-17,-11,12,-4,18,5,1,-15,-317,80,212,120
8,16,19,-7,-6,20,0,-1,-48,144,-114,387
2,-11,7,17,-8,-6,-12,-20,116,208,-260,-382
5,7,-2,4,10,-9,-6,-2,8,-59,-44,10
10,-19,-13,15,-6,-3,12,-1,-288,-11,258,24
12,-4,9,-8,1,20,-3,7,24,212,33,124
-10,10,-5,12,7,-17,-5,-10,-120,70,-95,-35
-18,3,-17,-18,6,1,19,-2,-51,-24,-444,19
-20,19,-16,14,-15,-17,18,14,642,606,492,468
-11,15,0,1,-3,5,9,-2,168,-85,9,-2
9,6,4,-8,-6,16,-6,-20,-90,24,24,224
11,-11,-10,7,-2,-14,5,10,-77,-264,55,210
0,-9,19,-10,3,11,-19,-20,171,180,247,409
7,14,-15,-9,3,12,3,7,63,182,-72,-243
-11,-6,-15,-13,19,-9,-19,12,-95,27,-38,-21
1,-18,-19,11,11,-2,-14,-1,263,16,-363,27
-11,4,-16,20,-11,-10,-5,5,101,130,76,260
-20,-11,-2,-17,-17,-17,2,-9,318,439,0,187
15,-1,-9,17,-7,0,-18,-11,-87,11,-243,-187
-7,-3,-2,-18,20,3,18,-3,-194,-12,-364,48
-16,-14,-5,2,0,-6,20,8,-280,-16,40,46
-3,17,-19,-15,-10,-9,-13,-16,-191,-245,385,411
-20,18,-2,-3,13,18,14,-4,-8,-432,-68,-24
14,5,6,13,-13,-2,8,-7,-142,-63,26,-103
10,4,15,-4,-4,20,6,1,-16,204,-84,296
15,-14,8,-16,-19,7,5,-18,-355,357,-232,344
20,-5,-4,7,12,-13,15,15,165,-335,57,157
-2,12,-8,10,3,-17,-11,-14,-138,-134,-134,-4
13,-19,5,-1,18,-12,-10,8,424,-308,100,-68
5,-11,8,11,0,5,19,-14,-209,179,209,-114
-1,-14,-19,15,-5,7,10,6,-135,-91,245,-43
-17,16,-10,19,-5,-1,6,-2,181,-15,164,-28
0,-7,-12,18,-14,-11,18,19,-126,-133,492,474
-2,-8,14,16,-5,-7,14,0,-102,14,154,-98
7,9,-4,-4,19,-13,-4,3,97,-64,-60,40
0,11,-8,-19,-20,9,-16,-6,-176,-66,464,42
-6,-14,9,-3,2,0,17,15,-250,-210,-33,-45
3,18,3,-8,-19,15,-6,18,-165,369,-9,-99
-11,16,-9,10,14,-1,-9,13,-298,219,-216,139
-19,0,-8,-1,10,15,-10,-4,-190,-285,-70,-116
-4,8,-13,-19,10,-1,-13,-14,-144,-108,117,279
-19,20,-20,9,10,15,-11,-8,-410,-445,-299,-372
-9,-5,-9,-16,-5,17,12,13,-15,-218,-147,-361
-6,0,-14,-6,11,1,-16,-5,-66,-6,-58,16
8,8,-15,-16,-3,-14,2,-1,-8,-120,13,226
-19,8,19,13,4,14,13,12,28,-170,245,422
12,-14,5,3,-19,15,13,-7,-410,278,-56,54
1,15,20,9,11,-8,-8,-9,-109,-143,148,-241
-6,19,-6,13,-7,-4,-7,0,-91,24,-49,24
-3,-2,5,-20,0,-16,-16,-3,32,54,320,-20
8,19,-2,-12,0,-8,8,-13,152,-311,-96,172
-2,1,-5,-1,15,-2,-12,-7,-42,-3,-63,17
-15,3,16,-18,12,19,14,-11,-138,-318,-60,502
-6,-12,12,10,-8,-6,-2,15,72,-144,-116,78
4,20,13,15,-19,9,-20,5,-476,136,-547,192
-8,-20,-8,9,-4,-10,-14,-19,312,460,-94,-91
-13,-11,-2,17,13,-17,3,12,-202,89,25,238
1,11,-14,-1,-5,-19,5,2,50,3,65,264
16,-7,-7,-10,14,6,13,-11,133,173,-228,68
5,-13,18,-18,2,7,19,-16,-237,243,-306,414
1,-20,-15,10,17,4,8,14,-143,-276,-175,80
11,7,11,-11,-7,1,-8,-9,-133,-52,11,110
3,-9,-19,-6,-9,-11,13,-6,-144,21,93,245
-14,14,0,3,-13,-3,9,4,308,98,27,12
17,-3,-14,7,6,3,-10,-8,132,75,-154,-98
7,-13,-1,15,17,-9,13,4,-50,-115,178,69
-16,-3,3,2,-6,17,-15,-16,141,-224,-48,19
-2,-5,-19,14,-11,17,0,-16,22,46,209,-547
-10,-12,-13,9,-6,-19,-3,2,96,166,51,265
5,-2,19,-12,-20,10,6,-5,-112,60,-452,250
-2,-20,-11,-8,-9,-1,9,19,-162,-378,27,-141
6,13,-7,6,3,-5,18,6,252,48,87,71
4,18,9,7,-7,10,-17,0,-334,40,-182,90
20,15,-14,-15,15,1,-4,-5,240,-55,-150,61
2,7,-8,-1,-7,0,1,-14,-7,-98,55,14
-18,2,4,-7,-9,-7,6,17,174,160,-78,-147
19,-19,18,-16,-5,-9,-5,-1,0,-152,-10,-146
-7,-9,-1,-11,20,12,7,-5,-203,-39,-97,43
-11,-19,-19,12,11,16,-4,10,-45,-366,-257,-184
-3,-6,-14,-6,8,6,4,-1,-48,-12,-136,-78
-15,-11,-2,-16,-10,14,7,5,73,-265,-92,-108
15,11,-7,2,-16,-5,3,1,-207,-64,118,37
0,0,10,4,12,17,-2,2,0,0,112,178
-8,9,-7,-10,-10,-1,6,12,134,116,10,-113
15,12,-9,7,-3,-11,-17,14,-249,3,-92,197
13,-17,-13,-6,-4,-13,-3,-20,-1,171,70,289
-15,5,-4,-12,10,19,16,-1,-70,-290,-232,-64
1,-18,17,-5,-10,5,1,-19,-28,347,-175,180
-7,-13,12,12,4,-7,13,17,-197,-172,204,120
19,1,-13,-5,9,4,10,-6,181,70,-167,-22
20,17,3,-16,12,-20,9,6,393,-298,-108,-156
-1,-4,11,13,-7,1,-20,20,87,-81,-337,271
-20,17,2,-15,-11,2,-15,9,-35,113,203,-131
5,20,-15,15,-11,-10,15,2,245,-10,390,180
-18,18,-9,-2,-5,-11,7,-7,216,72,31,113
19,14,-17,-12,17,20,9,8,449,492,-397,-436
-3,18,11,-16,-18,-17,-10,14,-126,303,-38,-411
2,-10,-12,2,19,-6,-1,5,48,-62,-230,82
-12,-11,5,6,-5,-4,3,19,27,-161,-7,94
13,-11,-1,-20,20,15,-13,4,403,151,240,-95
-9,18,2,-2,18,-6,13,14,72,306,10,-40
19,-7,-9,-8,8,-3,16,-9,40,6,-200,99
8,-19,19,-18,3,17,10,1,-166,117,-123,305
-12,19,5,-5,-15,-14,2,-3,218,111,-85,-55
-13,18,20,6,14,1,3,-20,-128,-373,298,-100
-15,-11,-16,-1,1,6,16,17,-191,-277,-32,-113
-3,-15,19,-15,-11,4,16,20,-207,-312,-449,-224
6,1,8,19,-5,-20,6,0,-24,-120,74,-160
-6,20,2,12,0,10,9,10,180,140,108,140
3,-19,8,-15,19,-6,4,-14,-19,248,92,162
2,12,-17,5,-4,14,-3,-11,-44,-104,53,-293
-3,16,9,-7,14,-5,17,11,230,191,7,-122
7,-6,14,-13,-16,-12,-3,-17,-94,18,-185,53
-9,2,-6,-6,11,9,-8,-13,-115,-107,-18,24
3,0,-11,7,-20,17,18,2,-60,51,346,-173
6,-6,2,-3,-14,14,13,14,-162,0,-67,-14
10,6,19,16,-16,-3,-16,-6,-256,-66,-560,-153
-12,-11,9,-14,-14,5,-4,7,212,-137,-70,-53
7,8,-17,-19,-6,20,-8,4,-106,172,254,-416
-12,2,13,20,-4,-18,-4,12,40,240,-132,6
11,2,-19,-3,10,11,-18,-19,74,83,-136,-152
3,-5,14,9,1,20,12,19,-57,-35,122,451
-12,-8,7,2,11,16,5,-5,-172,-152,87,102
-10,7,5,6,-14,12,-8,-10,84,-190,-118,0
19,-8,-4,13,9,18,0,10,171,262,-36,58
9,2,-17,14,8,-20,19,-15,110,-210,130,130
19,-18,-17,-12,-6,-15,17,2,-420,-321,-102,231
1,13,-2,4,19,4,13,-13,188,-165,14,-60
9,6,-20,19,13,-8,8,1,165,-66,-108,179
18,3,4,-2,-17,-18,-12,-3,-342,-333,-44,-66
-11,-9,-14,4,10,8,7,17,-173,-241,-112,-44
-14,8,13,0,-15,2,-8,-14,146,-140,-195,26
-16,19,-9,-13,2,-10,0,11,-32,369,-18,-53
-1,-7,6,-2,-2,11,-5,14,37,-109,-2,38
5,17,17,9,-7,0,-7,16,-154,272,-182,144
-15,11,0,9,-13,3,0,11,195,76,0,99
-7,8,18,-2,-17,-9,-11,5,31,103,-284,-172
-17,15,19,-11,8,17,9,-19,-1,-574,53,532
-2,-7,17,17,-8,-9,19,15,-117,-87,187,102
-2,0,19,-8,19,-15,17,-6,-38,30,225,-237
3,-1,2,-14,-5,2,5,-5,-20,11,-80,74
5,-9,9,-7,-8,-20,3,20,-67,-280,-93,-320
-12,7,-14,14,17,-18,-13,-15,-295,111,-420,42
16,11,-2,-4,3,-2,-17,19,-139,177,62,-72
-15,-19,-4,2,18,-13,-13,-13,-23,442,-98,26
-19,-5,-16,14,-6,-2,11,-3,59,53,250,-10
-2,-10,-7,-16,-2,11,-19,7,194,-92,318,-189
-7,20,-9,-14,-8,13,14,-10,336,-291,-124,23
-19,8,-7,-20,17,-7,-17,9,-459,205,221,-131
-5,-3,7,-6,-6,-8,18,-4,-24,52,-150,-32
-15,11,15,-17,11,-13,-7,4,-242,239,284,-263
-13,18,16,11,-8,6,-9,5,-58,12,-227,151
14,-12,9,-20,20,5,20,0,40,70,-220,45
-12,-6,8,-17,-13,9,-20,-16,276,-12,236,344
16,4,-10,14,18,-18,-9,-11,252,-332,-306,26
8,-17,9,20,-12,9,-12,10,108,-98,-348,281
14,-8,20,-5,5,-7,-9,19,142,-250,145,-235
-15,3,18,-13,9,15,-16,17,-183,-174,370,49
-9,3,6,-11,-20,1,15,0,225,-9,-285,6
-15,19,-6,-12,5,-15,1,-7,-56,92,-42,174
-16,7,-20,1,-3,-2,15,-10,153,-38,75,30
-7,10,9,19,-11,15,18,10,257,-5,243,325
-4,-16,-13,-4,-18,-5,16,-20,-184,340,170,145
10,3,-8,-20,4,8,-12,-19,4,23,208,316
17,10,-13,-14,15,-3,20,9,455,39,-475,-87
-13,10,14,13,-16,-16,5,18,258,388,-159,10
-3,14,-20,3,-9,-6,5,20,97,298,195,180
-13,-6,6,-19,14,-18,-10,-4,-122,258,274,-32
-17,-12,9,13,12,14,-20,20,36,-478,-152,386
10,0,-12,10,12,-19,20,-5,120,-190,56,178
16,13,17,-17,-10,-1,-13,-20,-329,-276,51,323
14,2,1,18,-9,-9,2,-14,-122,-154,27,-261
11,-1,-5,16,14,-13,-19,12,173,-155,-374,257
9,16,17,11,13,7,-4,1,53,79,177,130
15,-6,-18,-16,-18,-17,-6,-12,-234,-183,420,498
-16,18,-9,13,-6,-19,19,-20,438,-56,301,-89
0,8,9,11,-18,-5,-1,17,-8,136,-173,142
-5,-13,16,-10,-4,-12,14,19,-162,-187,-204,-382
18,-12,18,-5,14,20,5,9,192,252,227,315
14,18,-16,-10,1,9,-7,-15,-112,-144,54,6
-18,-5,-4,-20,-17,11,2,12,296,-258,28,-284
-16,-5,1,-2,8,-10,-3,12,-113,100,14,-34
-10,-20,-15,-3,-13,20,13,-17,-130,140,156,-249
-13,2,1,11,4,20,-15,14,-82,-232,-161,174
-19,-20,-4,1,11,16,-17,-1,131,-284,-61,-65
4,16,9,2,7,5,16,-9,284,-124,95,27
-9,-7,-5,-14,3,11,-17,3,92,-120,223,-97
-20,20,16,-9,-4,-1,-1,5,60,120,-55,-61
19,-14,18,-18,-16,5,13,-9,-486,221,-522,252
-5,-5,-15,5,-19,9,17,18,10,-135,370,-45
0,15,-13,9,19,4,-8,8,-120,120,-319,20
-17,6,-12,-6,15,15,1,9,-249,-201,-186,-234
-16,9,16,-19,1,-19,12,-20,92,124,-212,76
18,-6,16,-16,-9,7,0,-18,-162,234,-144,400
4,16,1,4,15,1,-3,-6,12,-92,3,-23
16,-17,2,17,-6,-7,-5,8,-11,-248,-97,122
4,-13,18,-5,-4,-11,-9,-14,101,138,-27,-128
-16,-1,20,8,2,-20,6,-12,-38,332,88,-496
-11,-6,20,0,9,18,-5,-6,-69,-162,180,360
12,9,-1,-8,6,-6,-3,1,45,-63,18,-2
-14,-2,11,5,-8,-3,-5,4,122,34,-113,-13
-19,14,20,-7,7,-3,13,8,49,169,49,-116
17,11,8,2,16,-9,12,-4,404,-197,152,-80
-17,3,12,-8,9,-8,-13,-5,-192,121,212,-56
-18,3,-10,-6,-4,-18,16,-17,120,273,-56,282
17,-12,14,1,-20,-10,19,14,-568,-338,-261,-126
-13,-10,1,14,-9,7,-15,8,267,-171,-219,119
-5,19,3,-19,2,-8,13,-5,237,-55,-241,71
13,-2,-12,10,1,6,15,-18,-17,114,138,-252
14,-1,-2,-7,4,-16,-10,-6,66,-218,62,74
-17,16,16,9,-11,-11,11,-4,363,123,-77,-212
15,4,18,8,7,-10,-19,6,29,-126,-26,-132
-20,-15,-17,1,-7,7,-19,13,425,-335,100,-106
-4,-17,-9,-3,-1,-14,7,-5,-115,141,-12,141
12,12,6,12,6,-15,-17,2,-132,-156,-168,-66
15,-14,6,5,2,-3,15,6,-180,-129,87,12
19,7,4,6,9,-16,-9,-16,108,-416,-18,-160
-16,0,5,-4,-2,11,18,13,32,-176,-82,3
-15,-17,-6,-9,10,5,-5,11,-65,-262,-15,-129
-18,10,17,-20,-10,-8,11,-17,290,-26,-390,204
-11,13,-18,-17,-2,17,18,-19,256,-434,-270,17
-8,-8,2,-13,17,19,-6,12,-88,-248,112,-118
11,16,3,7,14,14,-13,-6,-54,58,-49,0
-8,8,2,-18,19,-7,-18,-2,-296,40,362,22
-3,-10,-18,15,-2,17,3,8,-24,-131,81,-186
13,0,18,-3,-19,-11,-17,-5,-247,-143,-291,-183
2,0,10,-8,19,-7,-20,9,38,-14,350,-142
-18,-5,-7,-14,-4,11,15,-12,-3,-138,-182,91
19,-1,0,-10,19,-7,-20,20,381,-153,200,-200
12,-1,-9,7,-4,5,2,-12,-50,72,50,-129
19,-3,6,1,-5,3,1,-9,-98,84,-29,9
19,-11,-14,0,18,4,-1,-19,353,285,-252,-56
-5,-12,1,7,-16,17,6,-5,8,-25,26,-18
0,19,18,5,15,11,-3,20,-57,380,255,298
-4,-9,-7,11,-1,-4,-2,-12,22,124,-15,-104
-16,-16,18,-15,2,-9,-14,7,192,32,246,-267
15,13,2,9,-14,-9,6,16,-132,73,26,126
1,0,13,17,4,11,10,-19,4,11,222,-180
-6,12,6,13,-5,18,9,-20,138,-348,87,-152
-12,-8,14,14,-16,-9,-17,11,328,20,-462,28
-3,-17,-11,20,7,1,14,-1,-259,14,203,-31
-16,-18,13,15,-6,19,12,19,-120,-646,102,532
-2,5,-17,10,-9,-20,2,-6,28,10,173,280
14,-17,10,16,15,11,7,-20,91,494,262,-210
-15,-19,13,-6,-20,-4,-4,-9,376,231,-236,2
-13,6,0,-20,1,16,17,-10,89,-268,-340,200
20,7,-10,-15,15,-16,20,-17,440,-439,-450,415
-17,19,5,-19,-4,15,-9,13,-103,-8,151,-172
9,-13,-3,-9,-6,-8,-19,-13,193,97,189,141
-17,-10,-1,2,-4,-14,15,-12,-82,358,34,-10
-5,-8,1,13,-10,-13,-2,16,66,-63,-36,195
-6,10,-10,19,-18,3,6,19,168,172,294,331
16,20,-9,-20,-10,-11,-13,-3,-420,-236,350,159
-12,-6,-2,-14,0,-15,-6,4,36,156,84,-26
-4,7,3,-7,14,2,13,-15,35,-113,-49,111
-1,-16,15,18,-14,-17,-5,-4,94,81,-300,-327
15,8,13,-6,7,19,16,-1,233,277,-5,253
-10,5,-7,12,8,-19,19,-4,15,170,172,85
-15,-15,19,-5,-16,-15,-19,17,525,-30,-209,-370
12,17,-13,20,-2,17,14,-20,214,-136,306,-621
13,-16,9,-4,10,14,10,-18,-30,470,50,198
15,-6,20,15,15,-13,15,-17,135,-93,525,-515
-7,-4,4,-5,-7,2,-7,8,77,-46,7,-32
-10,5,-5,5,-11,19,17,-14,195,-260,140,-165
16,18,5,6,13,12,-13,-12,-26,-24,-13,-12
10,-17,3,18,16,-9,-14,-8,398,46,-204,-171
-12,1,-12,-18,-2,13,8,-2,32,-158,-120,-120
6,1,11,-20,-19,-11,-1,-15,-115,-81,-189,179
11,-2,2,18,-10,-13,1,-11,-112,-121,-2,-224
2,7,-11,16,4,5,-11,-15,-69,-95,-220,-295
-15,-8,-16,-1,-9,15,0,-19,135,-73,144,-221
-7,20,-1,-14,-2,16,5,8,114,48,-68,-128
6,-1,18,-10,15,-12,-19,-12,109,-60,460,-96
10,-19,19,2,-7,20,-2,17,-32,-123,-137,414
-15,10,3,4,12,-11,-6,2,-240,185,12,-25
0,-2,-18,-8,14,-2,-11,5,22,-10,-164,-4
-5,0,14,-18,2,2,9,17,-10,-10,-134,-278
11,11,-3,9,11,2,8,18,209,220,39,156
-12,5,-4,20,-5,13,10,6,110,-126,220,68
5,8,-12,-3,20,13,-17,5,-36,105,-189,-171
4,-9,8,4,-3,-15,19,-13,-183,57,52,-172
-14,-4,-3,16,16,-9,-12,18,-176,54,-240,315
17,-7,-20,-10,-16,-10,9,-2,-335,-156,230,220
-6,0,16,-4,-4,-19,-13,1,24,114,-12,-308
9,19,15,20,-4,-20,15,11,249,29,240,-80
10,19,19,-15,13,14,-4,16,54,444,307,26
-19,2,16,-3,-8,20,-14,18,124,-344,-86,266
-14,-10,7,5,-12,-16,-20,-16,368,384,-184,-192
-1,-4,2,18,-19,9,-7,7,47,-37,-164,144
4,10,-14,-11,14,4,-1,5,46,66,-185,-111
-11,12,-14,-19,-19,-13,-12,3,65,179,494,125
-20,-17,-2,-14,11,3,-8,7,-84,-179,90,-104
14,3,-17,17,-9,-19,4,0,-114,-266,221,323
3,11,12,-19,17,0,-13,10,-92,110,451,-190
-16,-9,15,4,16,11,-16,17,-112,-329,176,233
-20,7,10,-4,-7,13,-2,18,126,-134,-62,58
-12,-16,-7,-18,-19,15,-13,17,436,-452,367,-411
2,-20,14,-3,-8,-13,-7,11,124,-246,-91,-215
11,4,-4,1,-3,18,-5,-16,-53,134,7,-88
-12,-18,-10,-5,-18,-19,-4,-10,288,408,200,240
3,7,16,10,14,8,-2,14,28,122,204,268
1,-6,4,-17,12,1,15,6,-78,-35,-207,-98
19,-15,-3,-1,-19,11,-7,16,-256,-31,64,-49
16,16,19,18,15,-9,-20,-10,-80,-304,-75,-351
-7,12,12,20,-8,2,7,13,140,142,44,284
12,-14,3,-9,3,10,3,-1,-6,134,-18,39
-20,-20,-1,0,16,-17,-11,-6,-100,460,-16,17
14,-2,18,-11,-8,2,-16,6,-80,16,32,-30
13,3,-6,-8,-9,3,-20,-14,-177,-3,214,94
-4,-20,4,6,-5,18,2,6,-20,-192,-8,108
-16,-4,10,15,0,9,-9,19,36,-220,-135,375
-6,-7,6,6,-11,1,16,20,-46,-146,30,126
20,-8,20,-2,-4,13,17,-4,-216,292,-114,268
-12,-1,16,-19,-17,20,3,15,201,-255,-329,35
-7,3,7,6,-18,0,-9,-4,99,-12,-180,-24
-13,3,20,1,12,3,-7,3,-177,-30,233,63
12,6,14,17,-6,-10,17,14,30,-36,205,98
-9,-11,-8,1,13,-2,9,7,-216,-59,-95,23
5,19,7,1,-2,9,16,5,294,140,2,68
-14,-9,-8,5,-18,15,18,-8,90,-138,234,-160
-3,-13,-4,13,-19,-12,3,3,18,-3,115,87
-7,-8,-17,6,3,16,8,13,-85,-216,-3,-194
-10,-13,-12,-2,19,-15,20,-6,-450,228,-268,192
6,-17,6,3,-10,-16,16,-8,-332,40,-12,-120
0,-17,14,17,-1,4,8,14,-136,-238,122,294
-11,0,15,-10,-11,16,11,-15,121,-176,-275,390
16,-14,11,-8,-19,-17,17,14,-542,-468,-345,-299
-4,5,-7,16,7,5,4,-6,-8,-50,15,-131
-6,12,-4,-7,-15,-3,-3,-10,54,-102,81,82
11,-18,16,-12,-15,3,14,-20,-417,393,-408,288
0,13,-12,-7,3,-15,14,15,182,195,-134,75
8,3,20,-1,6,8,-8,-17,24,13,128,177
18,13,18,16,-4,-18,-2,0,-98,-324,-104,-324
-3,-6,-17,-7,20,-17,-14,-9,24,105,-242,352
1,10,-14,-3,-5,14,5,6,45,74,55,-214
15,13,-6,19,10,18,14,-18,332,36,206,-450
1,0,15,-5,20,-10,4,-18,20,-10,280,-60
4,-19,-3,4,-11,-17,2,-17,-82,255,41,-17
0,-5,-9,-14,-15,14,-3,-4,15,20,177,-70
12,9,-17,-2,-5,-17,17,-10,93,-294,51,309
1,18,5,-13,12,-6,0,5,12,84,60,-95
10,7,-2,-9,-3,8,14,0,68,80,-120,-16
10,6,20,2,-14,18,15,16,-50,276,-250,392
15,-1,-6,2,-12,1,14,9,-194,6,100,12
-15,4,17,-19,8,14,-3,17,-132,-142,193,-85
-8,18,6,3,14,-12,4,-18,-40,-228,96,-126
-3,8,-2,0,16,-2,-17,-5,-184,-34,-32,4
13,5,8,18,-8,-16,-14,2,-174,-198,-316,-92
-17,-12,-8,-8,-15,-13,20,-8,15,317,-40,168
10,17,-4,1,4,4,7,0,159,40,-9,-16
10,-20,16,9,-10,-20,-14,8,180,-360,-286,-248
-14,-19,18,-15,-16,-7,7,7,91,-35,-393,-231
3,12,-19,11,-16,-18,-2,-14,-72,-222,282,188
-12,8,7,-19,-19,-2,3,-7,252,-32,-190,119
19,-11,11,-16,-3,14,9,13,-156,123,-177,-54
-9,-12,13,-19,-4,6,-12,19,180,-282,176,-283
-14,4,12,-16,12,-14,13,-11,-116,152,-64,8
0,-17,10,20,11,12,0,2,0,-34,110,160
-8,-9,8,14,-19,-20,20,1,-28,151,128,-146
-10,-10,-15,-5,14,-10,-14,-15,0,250,-140,225
12,5,10,-12,0,-8,-18,1,-90,-91,216,-92
0,-11,-7,5,18,-12,20,-8,-220,88,-26,44
11,11,6,7,-4,2,-2,18,-66,220,-38,138
-9,9,10,-4,-16,6,-7,15,81,81,-132,0
-16,16,-4,15,-20,14,-8,3,192,-176,-40,-11
-8,-17,-13,16,-10,-3,-10,-5,250,109,-30,-41
-18,14,4,10,-2,-15,-1,-18,22,18,-18,-240
4,0,-2,-5,3,0,-8,-7,12,0,34,35
6,-14,-13,14,9,1,-20,-3,334,48,-397,-55
-16,-9,-7,-13,7,-11,2,1,-130,167,-75,64
3,-7,8,5,20,0,-14,8,158,-56,90,40
-14,-6,5,20,4,-13,17,-10,-158,242,360,-265
-19,-4,17,-14,16,6,-7,-4,-276,-98,370,158
13,6,3,10,19,10,0,8,247,178,57,110
10,6,3,1,-17,7,19,1,-56,76,-32,22
12,1,-20,6,1,15,-15,-10,-3,170,-110,-360
-14,-15,5,-17,17,-14,-2,-19,-208,481,119,253
2,2,6,-13,10,-12,-13,-8,-6,-40,229,32
14,17,9,3,18,15,16,-8,524,74,210,111
12,5,-12,-6,-15,-20,19,7,-85,-205,66,198
20,-12,4,20,4,-18,3,2,44,-384,76,-32
1,6,-5,-13,2,20,20,11,122,86,-270,-243
2,3,-19,2,20,0,-3,-15,31,-45,-386,-30
16,4,-9,-11,11,-12,14,-16,232,-256,-253,284
4,-6,-16,-7,5,-12,18,-8,-88,0,-206,248
1,10,-16,-17,10,-15,-8,11,-70,95,-24,53
-15,16,-7,-7,4,-19,8,11,68,461,-84,56
15,7,-19,11,9,19,0,19,135,418,-171,-152
14,-12,16,7,-17,-17,5,3,-298,-274,-237,-251
-16,-19,-12,3,0,17,14,-13,-266,-25,42,-243
10,19,-4,16,2,-6,-11,-12,-189,-288,-184,-168
-12,19,12,10,3,9,-10,9,-226,63,-64,198
10,-3,-7,-12,-2,0,-15,-18,25,54,194,216
4,-16,13,-10,-20,-8,6,12,-176,-224,-320,-224
4,15,-6,-18,12,7,10,12,198,208,-252,-258
-3,10,3,-1,-18,-15,19,-16,244,-115,-73,-29
18,-2,-18,18,18,8,12,-19,300,182,-108,-486
20,-8,-1,19,-8,-13,0,-11,-160,-172,8,-196
-5,9,10,6,11,-15,13,6,62,129,188,-114
8,-13,14,12,19,19,-7,-13,243,321,182,110
-14,-10,9,-18,-1,-1,19,17,-176,-156,-351,-315
-14,4,4,0,7,-12,-14,-15,-154,108,28,-48
17,15,8,-7,7,-18,-16,-10,-121,-456,168,-74
20,-13,-5,12,-9,18,6,20,-258,100,117,150
-3,12,2,15,14,-19,12,13,102,213,208,157
19,-13,-6,15,-7,-16,11,-17,-276,-83,207,-159
0,-19,5,3,-6,15,-19,0,361,0,-87,75
1,-10,2,3,12,12,15,12,-138,-108,69,60
-7,-14,-20,-5,1,5,-13,16,175,-259,45,-180
-18,11,16,-14,-12,4,7,14,293,82,-290,-132
-14,-4,-18,18,14,18,14,11,-252,-296,0,-126
-15,-15,9,7,13,-16,-10,1,-45,225,47,-137
-12,-18,-4,7,2,2,-2,-18,12,300,-22,-134
-15,-16,18,-9,3,-8,19,-1,-349,136,-117,-135
20,18,3,-18,16,17,5,13,410,574,-42,-183
15,15,-4,3,15,15,-3,-8,180,105,-69,-84
-13,-1,15,-13,11,3,19,0,-162,-39,-82,45
0,-5,-10,2,-13,6,5,15,-25,-75,140,-30
-5,13,-11,-13,0,-11,4,12,52,211,-52,-35
6,-7,15,12,15,-5,-6,2,132,-44,153,-51
-4,-10,5,4,-7,-10,13,-16,-102,200,17,-114
12,-1,5,-15,-4,-17,-4,-10,-44,-194,40,65
-12,0,-4,-4,-5,8,3,-8,60,-96,8,0
-3,6,10,-11,-3,7,11,-2,75,-33,-151,92
-16,9,-5,-4,6,15,7,4,-33,-204,-58,-91
-11,-11,-6,3,2,-18,6,12,-88,66,6,144
-16,5,-17,7,2,-4,-20,-1,-132,59,-174,61
12,-20,-12,10,-3,-5,13,16,-296,-380,166,220
4,-6,11,-19,-11,-16,12,2,-116,-76,-349,-214
-4,15,-11,-11,-12,11,2,17,78,211,110,-308
17,-18,-3,-12,20,10,10,15,160,-100,-180,-210
-17,-19,-14,-1,3,14,-16,-17,253,85,-26,-179
-8,-10,17,-14,-15,-15,12,-9,0,210,-423,-129
-13,-9,-19,4,3,10,10,-9,-129,-49,-17,-226
9,-4,-18,-2,16,-17,3,-1,132,-149,-294,308
0,9,3,-16,11,15,-8,-7,-72,-63,161,157
-17,-14,5,-12,5,-11,7,-10,-183,327,-59,65
-2,14,5,9,14,-12,0,-11,-28,-130,70,-159
3,-3,4,20,-9,6,-2,6,-21,0,-76,144
4,3,6,4,11,2,16,-9,92,-19,130,-24
13,-5,-4,12,1,-2,13,-16,-52,54,152,-184
-12,6,-7,-17,-4,-16,18,-6,156,156,-278,214
9,-8,-9,3,20,-13,13,2,76,-133,-141,123
-10,5,9,-1,20,8,5,-9,-175,-125,175,81
16,-1,4,-19,12,-9,-2,6,194,-150,86,-150
10,-6,4,6,-19,3,12,-1,-262,36,-4,6
-17,9,-4,5,13,-10,-9,-13,-302,53,-97,-25
-16,-20,4,9,19,-1,-9,-20,-124,416,-5,-184
2,-16,-18,-4,11,-14,-14,-17,246,244,-142,320
